is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,arrival_month,hotel_Resort Hotel,meal_FB,meal_HB,meal_SC,meal_Undefined,deposit_type_Non Refund,deposit_type_Refundable,reserverd/assigned,customer_type_Group,customer_type_Transient-Party,stays_nights
0,4.87325502833731,53.0,30,2,1,0,0,0,0,0,0,18.820541133283093,0,0,12,0,0,0,0,0,0,0,1,0,1,4
0,7.876173920533882,16.0,11,1,0,0,0,0,0,0,0,24.11632378464683,0,0,4,0,0,0,0,0,0,0,1,0,1,11
0,14.348967459334464,25.0,22,3,0,0,0,0,0,0,0,29.22439787203034,0,0,6,0,0,0,0,0,0,0,1,0,1,4
0,7.779121590690199,53.0,28,2,0,0,0,0,0,0,0,36.582611508402614,0,1,12,0,0,0,1,0,0,0,1,0,1,2
0,8.24431318384356,39.0,22,1,0,0,0,0,0,0,0,14.522381622437155,0,0,9,0,0,0,0,0,0,0,1,0,1,1
0,3.7266689033837412,14.0,27,1,0,0,0,0,0,0,0,23.993247961848088,0,1,3,0,0,0,0,0,0,0,1,0,1,0
0,6.03268334781887,20.0,18,2,0,0,0,0,0,0,0,24.843754764068088,0,0,5,0,0,0,1,0,0,0,1,0,1,4
1,9.27043679550002,34.0,18,2,0,0,0,0,0,2,0,24.11632378464683,0,1,8,1,0,0,0,1,0,0,1,0,1,2
0,1.687801686107574,26.0,29,2,0,0,0,0,0,0,0,15.71602244191845,0,1,6,0,0,0,0,0,0,0,1,0,1,4
1,16.427314245644467,37.0,4,2,0,0,0,0,0,0,0,19.613807139016714,0,0,9,0,0,0,0,0,0,0,1,0,1,7
0,12.234605942659268,25.0,16,1,0,0,0,0,0,0,0,48.7596630342361,1,0,6,1,0,0,0,0,0,0,1,0,1,1
0,10.294940627889023,6.0,6,2,0,0,0,0,0,1,0,22.28392232410005,0,0,2,1,0,0,0,1,0,0,1,0,1,2
1,6.530038224779321,20.0,12,2,0,0,0,1,0,0,42,21.069269950708595,0,0,5,0,0,1,0,0,1,0,1,0,1,3
0,9.744206529301538,28.0,8,2,0,0,0,0,0,0,0,21.46346312894729,1,0,7,1,0,0,0,0,0,0,1,0,1,2
0,1.687801686107574,9.0,21,2,2,0,0,0,0,0,0,29.306418385229648,0,1,2,0,0,0,0,0,0,0,1,0,1,4
0,4.977955493193603,9.0,26,1,0,0,0,0,0,1,0,21.38495589466589,0,1,2,0,0,0,0,0,0,0,1,0,1,1
0,7.312949206941758,53.0,31,2,0,0,0,0,0,0,0,14.861918269339656,0,1,12,1,0,0,0,0,0,0,1,0,1,3
1,9.679206447460121,25.0,14,1,0,0,0,0,0,0,0,25.73618617003546,0,0,6,0,0,0,0,0,1,0,1,0,1,3
1,12.151646672139993,11.0,15,2,0,0,0,0,0,0,0,16.408537308020794,0,0,3,0,0,0,0,0,1,0,1,0,1,2
1,4.416220364504813,13.0,30,2,0,0,0,0,0,0,0,47.08061814943985,0,0,3,0,0,0,0,0,0,0,1,0,1,3
0,9.162728476642787,39.0,23,2,0,0,0,0,0,0,0,46.91536965472676,0,0,9,0,0,0,0,0,0,0,1,0,0,1
0,12.671657152987878,5.0,29,2,0,0,0,0,0,0,0,38.79044130166076,0,0,1,0,0,1,0,0,0,0,0,0,1,6
0,6.4628627174982025,16.0,22,2,0,0,0,0,0,0,0,21.069269950708595,0,0,4,1,0,0,0,1,0,0,0,0,1,7
1,8.212344363971454,14.0,7,2,0,0,0,0,0,0,0,16.861284374152664,0,0,4,0,0,0,0,0,0,0,1,0,1,1
0,4.022299961174708,16.0,14,2,0,0,0,0,0,0,0,32.747594981082514,0,0,4,1,0,1,0,0,0,0,1,0,0,7
1,6.530038224779321,23.0,7,2,0,0,0,0,0,0,0,0.0,0,0,6,0,0,0,1,0,0,0,1,0,1,3
0,9.6463904794882,39.0,22,2,0,0,0,0,0,0,0,35.45189858082249,0,0,9,0,0,0,0,0,0,0,1,0,1,1
0,5.715189317569032,42.0,12,2,0,0,0,0,0,0,0,24.86178315297832,0,0,10,1,0,0,0,0,0,0,0,0,1,4
0,8.199924535064074,26.0,19,2,0,0,0,0,0,0,0,23.74785314578681,0,1,6,0,0,0,0,0,0,0,1,0,1,4
0,7.779121590690199,38.0,15,2,0,0,0,0,0,0,0,24.708301195268643,1,2,9,0,0,0,0,0,0,0,1,0,1,3
1,8.064057789223504,33.0,14,2,0,0,0,1,0,0,0,26.611130430308943,0,0,8,0,0,0,0,0,1,0,1,0,1,1
1,12.151646672139993,20.0,15,1,0,0,0,0,0,0,0,16.408537308020794,0,0,5,0,0,0,0,0,1,0,1,0,1,3
0,10.026882945341866,27.0,1,2,1,1,0,0,0,3,0,19.154716044839112,0,1,7,1,0,0,0,0,0,0,1,0,1,8
1,11.512702229653963,38.0,15,2,0,0,0,0,0,0,0,44.000694482525795,0,0,9,0,0,0,0,0,1,0,1,0,1,2
0,6.253934127298853,48.0,25,2,0,0,0,0,0,0,0,30.991339833560538,0,1,11,0,0,0,1,0,0,0,1,0,1,3
0,11.55908473890969,1.0,7,2,0,0,0,0,0,3,0,30.320698644161435,1,0,1,1,0,0,0,0,0,0,1,0,1,2
1,8.199924535064074,25.0,17,2,0,0,0,0,0,0,0,24.708301195268643,0,0,6,0,0,0,0,0,1,0,1,0,1,2
1,8.218980759820834,19.0,10,2,0,0,0,0,0,0,0,15.244789368302396,0,1,5,0,0,0,1,0,0,0,1,0,1,3
0,6.724847870004536,11.0,7,2,0,0,0,0,0,0,0,20.870593712362076,0,0,3,0,0,0,0,0,0,0,1,0,1,5
0,3.2139835976219424,38.0,11,2,0,0,0,0,0,0,0,20.670836673168235,0,2,9,0,0,0,0,0,0,0,1,0,1,2
1,6.724847870004536,31.0,27,2,0,0,0,0,0,0,0,26.2631721943794,0,0,7,0,0,0,0,0,1,0,1,0,1,2
0,8.223251985998715,28.0,12,1,0,0,0,0,0,1,0,25.381383348123897,0,1,7,0,0,0,0,0,0,0,1,0,1,3
1,10.409835540282382,10.0,7,2,0,0,0,0,0,0,0,20.670836673168235,0,0,3,0,0,0,0,0,0,0,1,0,1,5
0,6.324864661354991,30.0,20,2,0,0,0,0,0,0,0,31.015134763187785,0,2,7,0,0,0,0,0,0,0,1,0,1,1
1,8.501893404239611,13.0,27,3,0,0,0,0,0,0,0,25.77151133672776,0,2,3,0,0,0,0,0,0,0,1,0,1,4
1,14.184010906912526,36.0,29,2,0,0,0,0,0,0,0,17.307336930310043,0,0,8,0,0,0,0,0,0,0,1,0,1,3
1,9.340947660887062,45.0,31,2,1,0,0,0,0,0,0,22.0471488179928,0,1,10,0,0,0,0,0,0,0,1,0,1,2
0,8.939848789036127,41.0,2,2,0,0,0,0,0,0,0,22.561214250873213,0,1,10,0,0,0,0,0,0,0,1,0,1,3
1,7.257814697149964,42.0,15,1,0,0,0,0,0,0,0,19.44832844190907,0,0,10,0,0,0,0,0,1,0,1,0,1,3
0,4.416220364504813,18.0,24,2,2,0,0,0,0,0,0,28.145657975556645,0,2,4,0,0,0,0,0,0,0,1,0,1,5
0,9.162728476642787,37.0,8,1,0,0,1,0,1,0,0,13.01417767586927,0,0,9,1,0,0,0,0,0,0,1,0,1,2
0,9.305818735561916,14.0,3,3,0,0,0,0,0,0,0,39.60635356942361,0,1,4,0,0,0,0,0,0,0,1,0,1,2
1,8.232105095224128,34.0,25,2,0,0,0,0,0,0,0,16.262183304043095,0,0,8,0,0,0,0,0,0,0,1,0,1,2
0,3.2139835976219424,32.0,12,2,0,0,0,0,0,0,0,32.7936717859876,0,1,8,0,0,0,0,0,0,0,1,0,1,3
0,13.18675252373058,29.0,17,2,0,0,0,0,0,0,0,27.825796940904883,0,1,7,0,0,0,0,0,0,0,1,0,1,6
1,7.201935086425557,40.0,28,2,0,0,0,0,0,0,0,23.000878754088127,0,0,9,0,0,1,0,0,0,0,1,0,1,2
1,8.239426449028246,31.0,26,2,0,0,0,1,0,0,0,0.0,0,1,7,1,0,0,0,0,0,0,1,0,0,14
0,7.876173920533882,35.0,21,2,0,0,0,0,0,0,0,23.37607496624886,0,1,8,0,0,0,0,0,0,0,1,0,1,3
1,11.69603979562578,53.0,29,2,0,0,0,0,0,0,0,31.551670795756763,0,0,12,0,0,0,0,0,1,0,1,0,1,5
1,0.7636625764984941,45.0,4,2,0,0,0,0,0,0,0,14.522381622437155,0,0,11,0,0,0,0,0,1,0,1,0,1,3
0,7.62933458640779,21.0,24,2,0,0,0,0,0,0,0,19.03110073311862,0,0,5,0,0,1,0,0,0,0,1,0,1,2
0,1.687801686107574,46.0,12,2,0,0,0,0,0,1,0,31.83045245821523,0,2,11,1,0,0,0,0,0,0,1,0,1,4
0,2.573793339064902,44.0,25,2,0,0,0,0,0,0,58,25.73618617003546,0,0,10,0,0,0,0,0,0,0,0,0,1,3
0,3.3959627154590866,15.0,5,1,0,0,0,0,0,0,0,30.119434619987146,1,0,4,0,0,0,0,0,0,0,1,0,1,3
1,3.2139835976219424,40.0,29,2,0,0,0,0,0,0,0,24.843754764068088,0,0,9,0,0,0,0,0,1,0,1,0,1,2
0,2.0248233678056304,34.0,20,2,0,0,0,0,0,0,0,22.811962587844512,0,3,8,0,0,0,0,0,0,0,1,0,1,4
1,7.971117359148871,25.0,12,1,0,0,0,0,0,0,0,39.62009717132871,0,0,6,0,0,0,0,0,1,0,1,0,1,6
0,6.530038224779321,53.0,29,2,0,0,0,0,0,0,0,16.17953598813275,0,0,12,0,0,0,0,0,0,0,1,0,0,7
0,1.282752385709444,11.0,12,2,0,0,0,0,0,0,0,40.652493678403864,0,0,3,0,0,0,1,0,0,0,1,0,1,2
1,5.715189317569032,40.0,25,1,0,0,0,0,0,0,0,16.681009368985134,0,0,9,1,0,0,0,0,0,0,1,0,1,3
0,6.394488914069,27.0,29,3,0,0,0,0,0,0,0,27.413582435694096,0,1,6,0,0,0,0,0,0,0,0,0,1,1
0,13.920877233440631,1.0,7,2,0,1,0,0,0,0,0,19.809293141925725,1,3,1,0,0,0,0,0,0,0,1,0,1,4
0,12.934477031654673,2.0,8,2,0,0,0,0,0,1,0,23.18891126858416,0,0,1,0,0,0,0,0,0,0,1,0,1,2
0,7.367361831774401,51.0,15,1,0,0,0,0,0,1,0,22.0471488179928,0,1,12,1,0,0,0,0,0,0,1,0,1,1
0,5.545178817378548,30.0,24,2,0,0,0,0,0,0,0,15.948715574930832,0,1,7,0,0,0,0,0,0,0,1,0,1,2
0,8.229859559317305,32.0,9,2,0,0,0,0,0,0,0,23.562384257598236,0,1,8,0,0,0,0,0,0,0,1,0,1,3
1,12.397179498897572,50.0,9,1,0,0,0,0,0,0,0,27.469771823436847,0,0,12,1,0,0,0,0,0,0,0,0,1,2
0,9.613359519495031,53.0,27,3,0,0,0,0,0,0,0,24.281084530990615,0,0,12,0,0,0,0,0,0,0,0,0,1,7
1,8.706047849989575,20.0,16,2,0,0,0,0,0,0,0,37.653554237930045,0,2,5,1,0,1,0,0,0,0,1,0,1,7
1,10.494409399816949,46.0,9,2,0,0,0,1,0,0,0,26.611130430308943,0,0,11,0,0,0,0,0,1,0,1,0,1,3
1,11.34734422594785,44.0,26,2,0,0,0,1,0,0,0,25.363568345968826,0,0,10,0,0,0,0,0,1,0,1,0,0,2
0,9.162728476642787,53.0,25,2,0,0,0,0,0,0,0,13.01417767586927,0,1,12,0,0,0,0,0,0,0,1,0,1,4
0,5.17783818809116,39.0,20,2,0,0,0,0,0,0,0,17.96461271296924,0,0,9,0,0,0,1,0,0,0,0,0,1,1
1,3.7266689033837412,32.0,6,2,0,0,0,0,0,0,0,25.09188684785033,0,0,8,0,0,0,0,0,0,0,1,0,1,1
0,7.92390243169069,25.0,14,1,0,0,0,0,3,0,0,24.517945796996717,0,0,6,1,0,0,0,0,0,0,0,0,1,1
1,9.162728476642787,27.0,7,3,0,0,0,0,0,0,0,22.811962587844512,0,0,7,0,0,1,0,0,0,0,1,0,1,2
1,13.777258027761675,11.0,13,2,0,0,0,0,0,0,0,28.396700127594563,0,1,3,0,0,0,1,0,0,0,1,0,1,4
1,11.807756211658264,51.0,17,2,0,1,0,0,0,1,0,23.993247961848088,0,1,12,1,0,0,0,0,0,0,1,0,1,8
0,10.605140555303088,1.0,7,3,0,0,0,0,0,2,0,34.11391812781504,0,2,1,0,0,0,0,0,0,0,1,0,1,5
1,13.151321054116927,19.0,3,3,0,0,0,0,0,0,0,24.843754764068088,0,0,5,0,0,0,0,0,0,0,1,0,1,2
0,11.418798320977208,24.0,10,2,0,0,0,0,0,0,0,16.861284374152664,0,1,6,1,0,0,0,0,0,0,1,0,1,3
0,4.1594865588032786,14.0,30,2,1,0,0,0,0,2,0,31.692806389865613,0,0,3,1,0,0,0,0,0,0,0,0,1,5
1,5.715189317569032,38.0,19,2,0,0,0,0,0,0,0,30.96594685011302,0,1,9,1,0,1,0,0,0,0,1,0,1,4
0,9.776397008409651,20.0,11,3,0,0,0,0,0,1,176,22.849817240022855,0,1,5,0,0,0,0,0,0,0,0,0,1,4
0,13.530718322952135,9.0,25,2,0,0,1,0,2,1,0,19.613807139016714,1,1,2,1,0,1,0,0,0,0,1,0,1,3
0,7.92390243169069,7.0,17,3,0,0,0,0,0,0,0,17.307336930310043,0,0,2,0,0,0,0,0,0,0,0,0,1,3
1,13.48027540605498,32.0,3,2,0,0,0,0,0,0,0,24.843754764068088,0,0,8,0,0,0,0,0,0,0,1,0,1,3
0,11.102437881685011,10.0,4,2,0,0,0,0,0,0,0,33.571291550049104,0,2,3,1,0,0,0,0,0,0,1,0,1,6
1,3.7266689033837412,22.0,1,2,0,0,0,0,0,0,0,20.2679927385683,0,0,6,0,0,0,0,0,1,0,1,0,1,2
0,11.489369992464605,45.0,3,2,0,0,0,0,0,2,0,26.611130430308943,0,0,11,1,0,0,0,0,0,0,1,0,1,13
1,6.394488914069,18.0,6,1,0,0,0,0,0,0,0,35.610114832227126,0,0,5,0,0,0,0,0,1,0,1,0,1,3
1,7.47410875079187,44.0,24,2,0,0,0,0,0,0,0,29.61688997078216,0,0,10,0,0,0,0,0,0,0,1,0,1,4
1,10.74044090703989,29.0,15,2,0,0,0,0,0,0,0,31.06269277925697,0,0,7,1,0,0,0,0,0,0,1,0,1,2
1,7.779121590690199,25.0,21,2,0,0,0,0,0,0,0,29.38012310829201,0,1,6,1,0,0,0,0,0,0,1,0,1,14
1,11.371261927996736,33.0,8,2,0,0,0,0,0,0,0,43.22150699155557,0,0,8,0,0,0,1,0,0,0,1,0,1,4
0,5.4569684750582885,51.0,17,1,1,0,0,0,0,2,0,22.0471488179928,0,0,12,0,0,1,0,0,0,0,1,0,1,1
1,12.377094606472141,51.0,17,1,0,0,1,1,0,0,0,30.344798122237744,0,0,12,1,0,0,0,0,0,0,1,0,1,1
0,14.807462232293032,16.0,22,2,0,0,0,0,0,0,0,20.2679927385683,0,1,4,1,0,0,0,1,0,0,0,0,1,7
0,2.806139968212389,34.0,22,2,0,0,0,0,0,0,0,37.511801625291994,0,2,8,1,0,0,0,0,0,0,1,0,1,7
1,9.871766829579956,29.0,14,2,0,0,0,0,0,0,0,40.89840557797402,0,0,7,0,0,0,0,0,1,0,1,0,1,2
1,8.901674198513291,32.0,10,2,1,0,0,0,0,0,0,31.436923492611104,0,0,8,1,0,0,0,0,0,0,1,0,1,11
0,9.375827834938667,21.0,20,1,0,0,0,0,0,0,0,26.454876122198648,0,0,5,0,0,0,0,0,0,0,0,0,1,1
0,4.653034704465258,26.0,26,2,0,0,0,0,0,0,0,23.93249524277029,0,0,6,1,0,1,0,0,0,0,1,0,1,4
0,12.766798055575281,52.0,24,2,0,0,1,0,0,0,0,24.663055103713265,0,0,12,0,0,0,0,0,0,0,1,0,1,0
1,11.851852565878081,23.0,9,2,0,0,0,0,0,0,0,26.749579797683843,0,0,6,0,0,0,0,0,1,0,1,0,1,3
0,9.965395039053718,35.0,24,1,0,0,0,0,0,1,0,28.5799833078897,0,0,8,0,0,0,0,0,0,0,1,0,1,2
0,3.3959627154590866,43.0,16,1,0,0,0,0,0,0,0,32.48577456449796,0,0,10,1,0,1,0,0,0,0,1,0,1,4
0,14.274483124768853,8.0,15,2,0,0,0,0,0,0,0,20.298363018712077,0,1,2,1,0,0,0,0,0,0,0,0,1,2
0,3.018292010581023,11.0,11,2,0,0,0,0,0,0,0,28.812272405211978,0,1,3,0,0,0,0,0,0,0,1,0,1,3
0,8.24007777348404,49.0,5,2,0,0,0,0,0,0,0,41.24954750452077,1,2,12,1,0,1,0,0,0,0,1,0,1,3
0,8.199924535064074,16.0,11,1,0,0,0,0,0,0,0,41.12866366806492,0,0,4,0,0,0,0,0,0,0,1,0,1,1
0,7.145285956834866,31.0,25,2,0,0,0,0,1,1,0,22.2397570789483,0,1,7,1,0,1,0,0,0,0,1,0,1,7
0,3.7266689033837412,43.0,19,2,0,0,0,0,0,0,47,24.720961568258137,0,0,10,1,0,1,0,0,0,0,1,0,1,5
1,10.43817575066021,28.0,15,1,0,0,0,0,0,0,0,23.08372103908852,0,0,7,0,0,0,0,0,0,0,1,0,1,4
0,3.7266689033837412,50.0,11,2,0,0,0,0,0,0,0,42.69741275072082,0,1,12,0,0,0,0,0,0,0,1,0,1,2
0,9.744206529301538,29.0,11,2,0,0,0,0,0,0,0,43.17841149852386,0,1,7,1,0,0,0,0,0,0,1,0,1,1
0,12.804450594130643,32.0,3,2,0,0,0,0,0,0,0,28.313162730136003,0,0,8,0,0,0,0,0,0,0,0,0,1,5
1,15.981218615892857,28.0,13,3,0,0,0,0,0,0,0,23.000878754088127,0,0,7,0,0,0,0,0,0,0,1,0,1,2
0,12.417198327002621,22.0,28,2,0,0,0,0,0,0,0,47.28762569653885,0,1,5,0,0,0,0,0,0,0,1,0,1,1
1,6.253934127298853,32.0,3,2,0,0,0,0,0,0,0,27.469771823436847,0,0,8,1,0,0,0,0,0,0,1,0,1,4
1,4.765045910119595,50.0,7,2,0,0,0,0,0,2,0,18.60864455473731,0,0,12,0,0,0,1,0,0,0,1,0,1,5
1,1.282752385709444,23.0,30,1,0,0,0,0,0,0,0,15.48140017620833,0,0,5,0,0,0,0,0,0,0,1,0,1,1
1,12.130726405904237,39.0,20,2,0,0,0,0,0,0,0,20.570546109639135,0,2,9,1,0,0,0,0,0,0,1,0,1,7
1,8.229310461570781,34.0,16,2,0,0,0,0,0,0,0,24.663055103713265,0,1,8,1,0,0,0,0,0,0,1,0,1,2
0,2.573793339064902,42.0,14,2,0,0,0,0,0,0,0,15.71602244191845,0,1,10,0,0,1,0,0,0,0,1,0,1,2
1,7.47410875079187,42.0,15,2,2,0,0,0,0,1,0,27.977573934949945,0,0,10,1,0,0,0,0,0,0,1,0,1,7
0,15.09276770228426,24.0,6,1,0,0,0,0,0,0,0,29.14224356881422,0,0,6,0,0,0,0,0,0,0,1,0,1,3
0,8.017831661751078,5.0,28,1,0,0,1,0,4,0,0,38.006573461260245,1,0,1,1,0,0,0,0,0,0,1,0,1,3
0,9.27043679550002,45.0,5,2,0,0,0,0,0,0,0,27.213826264270924,1,2,11,1,0,0,0,0,0,0,1,0,1,3
0,10.087650379617832,3.0,14,1,0,0,0,0,0,0,0,22.0471488179928,0,0,1,1,0,0,0,0,0,0,0,0,1,1
0,8.33180234636346,8.0,19,2,1,0,0,0,0,1,0,23.000878754088127,0,1,2,1,0,0,0,0,0,0,0,0,1,2
1,10.46636641575196,33.0,18,2,0,0,0,0,0,0,0,30.776704698868762,0,0,8,1,0,1,0,0,0,0,1,0,1,2
0,4.022299961174708,47.0,19,1,0,0,0,0,0,0,0,14.2771540062207,0,0,11,0,0,0,0,0,0,0,1,0,1,1
0,6.970457367462108,38.0,15,2,0,0,0,0,0,0,0,25.73618617003546,0,0,9,0,0,0,0,0,0,0,1,0,1,1
0,10.352698838335398,14.0,27,1,0,0,0,0,0,1,0,30.60117089377733,0,0,3,0,0,1,0,0,0,0,1,0,1,3
1,2.0248233678056304,20.0,20,2,2,0,0,0,0,0,0,22.698182398870447,0,0,5,0,0,1,0,0,0,0,1,0,1,6
1,10.846315097081128,33.0,14,2,0,0,0,0,0,0,0,27.825796940904883,0,0,8,0,0,1,0,0,0,0,1,0,1,2
0,10.898496320882732,36.0,2,2,0,0,0,0,0,1,0,40.276530031284366,0,2,9,0,0,0,1,0,0,0,1,0,0,2
1,3.2139835976219424,45.0,4,1,0,0,1,1,0,0,0,47.90422880595638,0,0,11,0,0,0,0,0,0,0,1,1,0,1
0,8.199924535064074,8.0,19,1,0,0,0,0,0,0,0,27.977573934949945,0,0,2,0,0,0,0,0,0,0,1,0,1,3
0,4.022299961174708,7.0,15,2,0,0,0,0,0,0,0,39.468762859470374,0,0,2,0,0,0,0,0,0,0,1,0,1,4
0,6.03268334781887,25.0,18,2,0,0,0,0,0,0,0,30.846755281016556,0,1,6,1,0,1,0,0,0,0,1,0,1,7
0,0.7636625764984941,20.0,10,1,0,0,0,0,0,2,0,45.28156249243243,0,1,5,1,0,0,0,0,0,0,1,0,1,1
1,8.218669704988383,19.0,2,2,0,0,0,0,0,0,0,18.904923695678853,0,0,5,0,0,0,0,0,0,0,1,0,1,4
1,3.3959627154590866,2.0,14,1,0,0,0,0,0,0,0,27.299295533687275,0,0,1,0,0,0,0,0,1,0,1,0,1,1
1,10.05735546550054,41.0,8,2,0,0,0,0,0,0,0,26.749579797683843,0,0,10,1,0,1,0,0,1,0,1,0,1,4
0,5.877425467534249,13.0,30,2,0,0,0,0,0,0,0,53.37296314409155,0,1,3,0,0,0,0,0,0,0,1,0,1,3
0,0.7636625764984941,19.0,13,2,0,0,0,0,0,0,0,24.843754764068088,0,0,5,0,0,0,0,0,0,0,1,0,1,1
0,11.418798320977208,53.0,31,1,0,0,0,0,0,1,0,29.47006118657013,0,0,12,0,0,0,0,0,0,0,1,0,1,3
0,12.89760099698488,47.0,13,2,0,0,0,0,0,0,0,22.671586764165074,1,2,11,1,0,0,0,0,0,0,1,0,1,3
0,13.857429758698885,7.0,13,2,0,0,0,0,0,0,0,17.307336930310043,0,0,2,1,0,0,0,0,0,0,0,0,1,1
1,2.0248233678056304,34.0,19,2,0,0,0,0,0,0,0,23.000878754088127,0,0,8,0,0,1,0,0,1,0,1,0,1,2
0,3.8783144631827824,37.0,6,2,0,0,0,0,0,2,0,35.67591683890841,0,0,9,0,0,0,0,0,0,0,1,0,1,6
1,7.92390243169069,30.0,20,2,0,0,0,1,0,0,0,21.81474373631466,0,0,7,0,0,0,0,0,1,0,1,0,1,2
1,6.970457367462108,53.0,30,1,0,0,0,0,0,1,0,28.25460150681995,0,0,12,1,0,1,0,0,0,0,1,0,1,3
0,6.787688761265499,33.0,11,2,0,0,0,0,0,0,0,20.469977159880273,0,2,8,0,0,0,0,0,0,0,1,0,0,5
0,6.84954711990763,53.0,26,2,0,0,0,0,0,0,0,27.059589178191363,1,0,12,1,0,1,0,0,0,0,1,0,1,7
0,16.109742887602103,35.0,31,1,0,0,1,0,21,0,0,28.75761658395538,0,3,8,0,0,0,0,0,0,0,1,0,1,1
1,2.315973353614054,6.0,10,2,0,0,0,0,0,0,0,14.619835311372675,0,0,2,1,0,1,0,0,1,0,1,0,1,2
0,10.632471855529161,13.0,27,2,0,0,0,0,0,0,0,38.53950653197959,0,1,3,0,0,0,0,0,0,0,1,0,1,2
0,8.237087258547463,41.0,10,2,0,0,0,0,0,0,0,27.893312393110392,0,0,10,0,0,0,0,0,0,0,0,0,1,3
1,7.876173920533882,28.0,9,2,0,0,0,0,0,0,0,30.91989115116681,0,1,7,0,0,0,1,0,0,0,1,0,1,4
0,2.0248233678056304,29.0,13,2,0,0,0,0,0,2,0,16.408537308020794,1,1,7,1,0,1,0,0,0,0,0,0,1,3
0,2.573793339064902,46.0,7,1,0,0,0,0,0,0,0,16.408537308020794,0,0,11,0,0,0,1,0,0,0,1,0,1,3
1,6.596064233701932,42.0,14,2,0,0,0,0,0,0,0,40.96715880151932,0,0,10,0,0,0,0,0,0,0,1,0,1,2
0,8.064057789223504,52.0,23,2,2,0,0,0,0,0,0,24.055749504796857,1,0,12,1,0,0,0,0,0,0,1,0,1,2
0,11.718554789652629,26.0,22,1,0,0,0,0,0,0,0,21.46346312894729,0,1,6,0,0,0,0,0,0,0,1,0,1,2
0,2.315973353614054,21.0,17,1,0,0,1,0,0,0,0,26.611130430308943,0,0,5,0,0,1,0,0,0,0,1,0,1,0
0,7.367361831774401,34.0,18,2,0,0,0,0,0,0,0,27.673539310004546,0,1,8,0,0,1,0,0,0,0,1,0,1,2
0,4.1594865588032786,6.0,6,2,0,0,0,0,0,0,0,31.551670795756763,0,1,2,1,0,0,0,0,0,0,0,0,1,2
1,5.366444173894677,13.0,25,2,0,0,0,0,0,0,0,23.85873676356521,0,0,3,0,0,0,0,0,0,0,1,0,1,3
0,13.613932265221798,5.0,29,2,0,0,0,0,0,0,0,20.064860176133376,0,0,1,1,0,0,0,0,0,0,1,0,1,7
0,6.253934127298853,12.0,17,1,0,0,1,0,1,0,0,22.78354800958223,0,1,3,0,0,0,0,0,0,0,1,0,1,1
0,13.257031498135754,18.0,29,3,0,0,0,0,0,0,0,21.345640693021842,0,0,4,0,0,0,0,0,0,0,0,0,1,3
1,8.33180234636346,46.0,10,2,0,0,0,0,0,1,0,0.0,0,1,11,0,0,0,0,0,0,0,1,0,0,2
0,9.71181072373372,23.0,10,2,0,0,0,0,0,0,0,21.512447201211177,0,1,6,1,0,1,0,0,0,0,1,0,1,14
